0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0.5,0.5,0.51,0.51,0.59,0.5,0.54,0.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.62,0.5,0.59,0.5,0.5,0.5,0.5,0.51,0.5,0.45,0.62,0.5,0.54,0.48,0.5,0.5,0.58,0.52,0.5,0.61,0.48,0.5,0.6,0.5,0.49,0.5,0.5,0.5,0.5,0.57,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.53,0.58,0.57,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.58,0.53,0.5,0.5,0.5,0.49,0.5,0.48,0.5,0.5,0.51,0.51,0.51,0.5,0.5,0.5,0.52,0.56,0.5,0.52,0.49
2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.59,0.47,0.5,0.64,0.5,0.5,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.5,0.5,0.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.62,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.57,0.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.5,0.5,0.52,0.62,0.5,0.5,0.49,0.5
3,0.52,0.5,0.5,0.5,0.37,0.5,0.52,0.5,0.5,0.5,0.47,0.49,0.49,0.63,0.56,0.52,0.5,0.53,0.55,0.56,0.51,0.5,0.55,0.52,0.5,0.5,0.5,0.5,0.53,0.5,0.61,0.48,0.59,0.5,0.44,0.5,0.54,0.58,0.5,0.51,0.48,0.51,0.52,0.53,0.5,0.5,0.55,0.49,0.51,0.5,0.48,0.52,0.67,0.5,0.5,0.5,0.47,0.51,0.5,0.5,0.5,0.47,0.43,0.63,0.47,0.5,0.58,0.5,0.43,0.56,0.5,0.5,0.56,0.47,0.52,0.5,0.49,0.56,0.5,0.5,0.49,0.52,0.56,0.57,0.5,0.5,0.5,0.48,0.5,0.47,0.56,0.53,0.48,0.5,0.46,0.5,0.54,0.5,0.5,0.48
4,0.48,0.57,0.51,0.49,0.5,0.49,0.52,0.47,0.5,0.49,0.5,0.5,0.54,0.51,0.51,0.48,0.52,0.51,0.48,0.51,0.48,0.47,0.55,0.52,0.54,0.53,0.52,0.51,0.51,0.53,0.47,0.48,0.5,0.5,0.48,0.5,0.45,0.5,0.5,0.46,0.51,0.48,0.5,0.49,0.49,0.52,0.51,0.51,0.52,0.52,0.51,0.5,0.5,0.49,0.52,0.5,0.49,0.52,0.54,0.51,0.52,0.47,0.52,0.5,0.5,0.5,0.51,0.51,0.56,0.51,0.51,0.45,0.5,0.52,0.52,0.55,0.52,0.47,0.5,0.45,0.52,0.53,0.43,0.5,0.51,0.49,0.5,0.5,0.52,0.49,0.53,0.52,0.5,0.51,0.49,0.52,0.53,0.5,0.58,0.51
5,0.5,0.5,0.59,0.5,0.46,0.47,0.5,0.5,0.5,0.66,0.51,0.53,0.5,0.5,0.5,0.5,0.5,0.54,0.5,0.55,0.52,0.5,0.5,0.5,0.49,0.5,0.52,0.5,0.62,0.61,0.53,0.5,0.57,0.5,0.47,0.64,0.5,0.5,0.5,0.53,0.5,0.56,0.5,0.5,0.46,0.5,0.5,0.56,0.59,0.5,0.47,0.53,0.5,0.5,0.5,0.53,0.5,0.52,0.67,0.46,0.53,0.52,0.54,0.59,0.46,0.5,0.54,0.5,0.5,0.5,0.5,0.5,0.52,0.51,0.6,0.5,0.51,0.5,0.58,0.49,0.46,0.5,0.48,0.5,0.66,0.5,0.5,0.5,0.5,0.46,0.48,0.49,0.5,0.5,0.5,0.5,0.46,0.5,0.61,0.5
6,0.45,0.54,0.48,0.49,0.48,0.5,0.47,0.5,0.5,0.44,0.5,0.51,0.53,0.45,0.53,0.48,0.49,0.48,0.48,0.59,0.51,0.51,0.5,0.47,0.53,0.51,0.5,0.5,0.49,0.48,0.49,0.53,0.5,0.54,0.52,0.53,0.54,0.49,0.51,0.51,0.5,0.5,0.51,0.46,0.5,0.51,0.53,0.5,0.52,0.51,0.49,0.52,0.55,0.49,0.56,0.48,0.5,0.47,0.55,0.51,0.52,0.51,0.5,0.5,0.5,0.58,0.49,0.53,0.54,0.5,0.49,0.55,0.52,0.5,0.52,0.47,0.43,0.48,0.45,0.45,0.54,0.49,0.46,0.49,0.51,0.5,0.47,0.46,0.46,0.49,0.56,0.5,0.5,0.45,0.47,0.48,0.49,0.56,0.44,0.51
7,0.5,0.53,0.51,0.53,0.48,0.63,0.57,0.5,0.55,0.5,0.5,0.48,0.53,0.5,0.5,0.5,0.5,0.54,0.53,0.55,0.5,0.52,0.49,0.5,0.39,0.44,0.53,0.49,0.52,0.5,0.5,0.59,0.5,0.48,0.5,0.5,0.51,0.43,0.5,0.5,0.5,0.5,0.43,0.62,0.51,0.51,0.5,0.5,0.5,0.5,0.53,0.5,0.5,0.47,0.5,0.5,0.5,0.49,0.5,0.62,0.51,0.56,0.5,0.5,0.5,0.5,0.5,0.53,0.51,0.55,0.5,0.38,0.5,0.43,0.5,0.5,0.55,0.49,0.56,0.51,0.43,0.5,0.5,0.62,0.5,0.5,0.5,0.5,0.52,0.49,0.45,0.41,0.5,0.44,0.5,0.47,0.5,0.5,0.5,0.52
8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
9,0.5,0.5,0.5,0.51,0.38,0.52,0.5,0.5,0.5,0.57,0.48,0.48,0.5,0.5,0.5,0.46,0.58,0.56,0.5,0.51,0.48,0.5,0.5,0.49,0.5,0.5,0.57,0.51,0.5,0.61,0.5,0.46,0.5,0.5,0.56,0.48,0.5,0.5,0.5,0.5,0.49,0.47,0.5,0.48,0.5,0.53,0.5,0.5,0.5,0.5,0.6,0.63,0.65,0.58,0.55,0.52,0.45,0.5,0.5,0.5,0.46,0.51,0.5,0.5,0.57,0.49,0.5,0.5,0.51,0.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.53,0.58,0.51,0.64,0.5,0.66,0.59,0.63,0.43,0.5,0.57,0.5,0.5,0.48,0.63,0.5,0.5,0.55,0.5
