0,0.5,0.5,0.5,0.5,0.64,0.5,0.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.5,0.5,0.5,0.58,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.58,0.64,0.5,0.5,0.64,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.57,0.5,0.59,0.5,0.5,0.48,0.5,0.5,0.45,0.58,0.5,0.5,0.5,0.53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.61,0.5,0.5,0.5,0.64,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,0.5,0.63,0.68,0.5
1,0.51,0.55,0.54,0.69,0.61,0.57,0.63,0.65,0.55,0.6,0.57,0.49,0.5,0.5,0.54,0.56,0.5,0.57,0.63,0.58,0.7,0.6,0.64,0.59,0.54,0.59,0.57,0.39,0.55,0.54,0.61,0.63,0.54,0.65,0.62,0.54,0.56,0.64,0.6,0.65,0.67,0.54,0.56,0.65,0.5,0.55,0.66,0.55,0.52,0.53,0.63,0.5,0.57,0.58,0.61,0.63,0.64,0.6,0.5,0.57,0.55,0.55,0.71,0.56,0.5,0.45,0.57,0.48,0.57,0.62,0.7,0.63,0.61,0.68,0.49,0.59,0.52,0.56,0.54,0.62,0.62,0.56,0.66,0.61,0.59,0.5,0.61,0.55,0.59,0.58,0.63,0.54,0.64,0.68,0.53,0.55,0.49,0.55,0.6,0.49
2,0.53,0.69,0.54,0.57,0.53,0.52,0.59,0.54,0.58,0.6,0.66,0.54,0.6,0.68,0.53,0.7,0.61,0.53,0.5,0.53,0.56,0.61,0.62,0.5,0.65,0.7,0.42,0.58,0.55,0.53,0.54,0.53,0.7,0.65,0.55,0.49,0.56,0.5,0.52,0.7,0.52,0.49,0.68,0.57,0.57,0.53,0.52,0.56,0.47,0.64,0.55,0.56,0.5,0.51,0.58,0.5,0.61,0.5,0.5,0.57,0.54,0.62,0.53,0.5,0.56,0.59,0.57,0.54,0.57,0.5,0.51,0.51,0.59,0.61,0.64,0.59,0.58,0.54,0.57,0.52,0.5,0.5,0.53,0.6,0.5,0.54,0.61,0.53,0.51,0.52,0.63,0.5,0.58,0.52,0.6,0.5,0.59,0.58,0.54,0.66
3,0.58,0.57,0.58,0.5,0.59,0.5,0.61,0.58,0.58,0.6,0.5,0.5,0.48,0.5,0.69,0.5,0.53,0.57,0.64,0.51,0.65,0.61,0.52,0.5,0.59,0.7,0.57,0.44,0.62,0.5,0.5,0.56,0.6,0.55,0.69,0.62,0.5,0.65,0.51,0.6,0.56,0.57,0.57,0.64,0.57,0.64,0.57,0.54,0.6,0.56,0.63,0.47,0.52,0.69,0.67,0.5,0.63,0.55,0.5,0.61,0.54,0.56,0.51,0.52,0.56,0.61,0.52,0.6,0.5,0.7,0.55,0.62,0.57,0.6,0.67,0.57,0.62,0.5,0.7,0.68,0.5,0.6,0.62,0.55,0.62,0.49,0.55,0.59,0.5,0.62,0.55,0.58,0.54,0.5,0.52,0.53,0.5,0.5,0.5,0.61
4,0.5,0.5,0.48,0.51,0.48,0.5,0.49,0.51,0.5,0.5,0.48,0.5,0.64,0.63,0.51,0.48,0.49,0.5,0.5,0.52,0.47,0.5,0.54,0.5,0.51,0.5,0.52,0.48,0.5,0.51,0.5,0.49,0.5,0.52,0.5,0.51,0.5,0.5,0.51,0.52,0.52,0.51,0.54,0.5,0.52,0.5,0.47,0.5,0.5,0.49,0.5,0.52,0.64,0.53,0.52,0.62,0.6,0.5,0.65,0.56,0.51,0.53,0.5,0.69,0.51,0.44,0.51,0.48,0.53,0.5,0.52,0.5,0.5,0.5,0.49,0.53,0.5,0.49,0.54,0.52,0.45,0.5,0.47,0.45,0.5,0.51,0.5,0.5,0.5,0.63,0.5,0.67,0.52,0.5,0.63,0.5,0.64,0.53,0.5,0.48
5,0.6,0.61,0.5,0.59,0.53,0.52,0.58,0.57,0.66,0.63,0.57,0.69,0.61,0.5,0.5,0.5,0.58,0.65,0.6,0.58,0.65,0.58,0.54,0.65,0.6,0.54,0.64,0.55,0.62,0.64,0.6,0.59,0.55,0.56,0.65,0.5,0.54,0.49,0.63,0.59,0.51,0.65,0.63,0.55,0.59,0.57,0.7,0.55,0.51,0.5,0.54,0.6,0.66,0.53,0.51,0.61,0.64,0.56,0.61,0.58,0.58,0.51,0.7,0.5,0.58,0.57,0.58,0.57,0.55,0.53,0.54,0.47,0.67,0.58,0.51,0.61,0.6,0.53,0.69,0.52,0.72,0.63,0.62,0.58,0.5,0.54,0.52,0.55,0.5,0.6,0.54,0.61,0.59,0.56,0.58,0.63,0.63,0.61,0.55,0.64
6,0.59,0.5,0.54,0.54,0.77,0.5,0.62,0.56,0.43,0.47,0.67,0.53,0.54,0.5,0.4,0.49,0.62,0.55,0.49,0.49,0.51,0.57,0.5,0.53,0.55,0.49,0.6,0.59,0.54,0.53,0.68,0.42,0.53,0.58,0.49,0.54,0.53,0.47,0.63,0.55,0.69,0.5,0.62,0.57,0.55,0.63,0.55,0.51,0.67,0.48,0.45,0.53,0.5,0.53,0.6,0.52,0.58,0.58,0.53,0.52,0.67,0.51,0.56,0.5,0.5,0.5,0.5,0.47,0.5,0.64,0.52,0.6,0.5,0.56,0.68,0.54,0.45,0.6,0.56,0.64,0.54,0.5,0.51,0.52,0.56,0.52,0.5,0.62,0.64,0.5,0.49,0.49,0.51,0.43,0.62,0.58,0.51,0.49,0.5,0.5
7,0.58,0.55,0.6,0.57,0.53,0.57,0.61,0.59,0.66,0.58,0.55,0.48,0.58,0.61,0.59,0.55,0.5,0.56,0.58,0.52,0.55,0.53,0.56,0.57,0.53,0.61,0.62,0.5,0.57,0.58,0.62,0.61,0.61,0.49,0.54,0.52,0.68,0.51,0.5,0.58,0.58,0.58,0.69,0.57,0.64,0.59,0.6,0.53,0.57,0.56,0.5,0.64,0.64,0.5,0.63,0.6,0.51,0.65,0.63,0.65,0.58,0.63,0.65,0.59,0.62,0.63,0.52,0.54,0.52,0.65,0.62,0.61,0.55,0.68,0.58,0.69,0.5,0.52,0.57,0.55,0.57,0.51,0.62,0.66,0.52,0.53,0.51,0.59,0.62,0.53,0.59,0.62,0.6,0.51,0.68,0.62,0.58,0.69,0.53,0.61
8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.64,0.5,0.47,0.61,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.55,0.55,0.52,0.5,0.5,0.5,0.64,0.66,0.5,0.5,0.52,0.5,0.5,0.5,0.43,0.48,0.51,0.5,0.5,0.5,0.5,0.61,0.52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.48,0.5,0.46,0.5,0.5,0.49,0.5,0.61,0.49,0.5,0.71,0.5,0.5,0.5,0.5,0.52,0.49,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.44,0.5,0.55,0.46,0.5,0.52,0.5,0.5,0.62,0.51,0.5,0.54,0.5,0.5,0.64,0.5,0.67
9,0.54,0.58,0.55,0.66,0.51,0.52,0.53,0.5,0.54,0.53,0.51,0.56,0.56,0.59,0.56,0.51,0.57,0.6,0.57,0.58,0.57,0.49,0.59,0.6,0.58,0.52,0.54,0.56,0.52,0.65,0.53,0.49,0.47,0.65,0.48,0.65,0.54,0.62,0.49,0.58,0.61,0.62,0.53,0.6,0.5,0.49,0.64,0.56,0.59,0.66,0.51,0.56,0.53,0.65,0.5,0.64,0.55,0.7,0.5,0.56,0.56,0.68,0.5,0.54,0.53,0.57,0.53,0.59,0.63,0.51,0.58,0.51,0.49,0.62,0.58,0.52,0.55,0.64,0.53,0.58,0.56,0.49,0.51,0.64,0.53,0.61,0.62,0.55,0.62,0.6,0.67,0.51,0.56,0.47,0.55,0.58,0.59,0.67,0.56,0.58
