0,0.5,0.5,0.89,0.5,0.52,0.5,0.5,0.52,0.51,0.5,0.97,0.48,0.48,0.5,0.49,0.58,0.5,0.5,0.48,0.47,0.56,0.52,0.43,0.49,0.63,0.5,0.56,0.5,0.52,0.5,0.58,0.5,0.5,0.44,0.93,0.47,0.5,0.52,0.52,0.5,0.5,0.5,0.47,0.48,0.51,0.51,0.54,0.38,0.5,0.53,0.5,0.49,0.52,0.5,0.51,0.56,0.5,0.49,0.5,0.51,0.56,0.5,0.5,0.5,0.51,0.7,0.88,0.63,0.46,0.57,0.51,0.43,0.49,0.47,0.46,0.6,0.51,0.46,0.54,0.5,0.49,0.83,0.51,0.5,0.5,0.95,0.56,0.52,0.52,0.45,0.68,0.96,0.5,0.48,0.59,0.54,0.5,0.53,0.61,0.5,0.52,0.44,0.57,0.5,0.52,0.49,0.41,0.84,0.46,0.5,0.57,0.48,0.5,0.5,0.48,0.48,0.52,0.91,0.52,0.51,0.5,0.79,0.55,0.65,0.5,0.72,0.62,0.52,0.5,0.47,0.95,0.52,0.49,0.51,0.53,0.48,0.5,0.58,0.63,0.48,0.52,0.51,0.51,0.49,0.5,0.57,0.56,0.67,0.51,0.51,0.5,0.49,0.67,0.5,0.5,0.59,0.51,0.48,0.49,0.5,0.5,0.5,0.54,0.5,0.49,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.5,0.5,0.53,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.57,0.51,0.5,0.53,0.57,0.52,0.5,0.54,0.48,0.51,0.48,0.52,0.48,0.5,0.48,0.48,0.48,0.51,0.47,0.51,0.46,0.49,0.51,0.51,0.52,0.51,0.48,0.48,0.52,0.47,0.5,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0.5,0.5,0.5,0.47,0.5,0.5,0.48,0.47,0.62,0.46,0.51,0.48,0.51,0.46,0.52,0.5,0.5,0.5,0.52,0.52,0.49,0.5,0.52,0.5,0.46,0.5,0.52,0.5,0.51,0.5,0.54,0.5,0.5,0.49,0.48,0.49,0.52,0.5,0.49,0.49,0.5,0.5,0.51,0.5,0.51,0.5,0.64,0.49,0.5,0.52,0.5,0.5,0.46,0.56,0.55,0.48,0.62,0.48,0.49,0.56,0.69,0.59,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.5,0.51,0.5,0.44,0.47,0.5,0.51,0.49,0.54,0.45,0.54,0.6,0.45,0.52,0.49,0.53,0.5,0.54,0.5,0.48,0.5,0.67,0.73,0.56,0.5,0.71,0.48,0.51,0.53,0.53,0.5,0.48,0.5,0.54,0.54,0.53,0.53,0.51,0.72,0.5,0.5,0.49,0.53,0.5,0.5,0.5,0.51,0.75,0.5,0.63,0.54,0.5,0.85,0.58,0.69,0.52,0.53,0.7,0.49,0.5,0.5,0.5,0.49,0.46,0.5,0.5,0.47,0.5,0.49,0.47,0.5,0.46,0.51,0.49,0.5,0.5,0.54,0.52,0.54,0.48,0.52,0.48,0.49,0.48,0.51,0.49,0.5,0.53,0.52,0.47,0.49,0.5,0.5,0.54,0.5,0.47,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.57,0.51,0.49,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.51,0.51,0.49,0.51,0.51,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.52,0.5,0.51,0.56,0.48,0.51,0.53,0.5,0.52,0.53,0.47,0.5,0.5,0.51,0.48,0.5,0.52,0.54,0.5,0.51,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.51,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,0.5,0.5,0.5,0.5,0.48,0.5,0.47,0.53,0.49,0.78,0.46,0.76,0.49,0.53,0.51,0.52,0.89,0.49,0.54,0.48,0.53,0.45,0.48,0.47,0.78,0.56,0.52,0.47,0.47,0.47,0.68,0.52,0.5,0.49,0.53,0.48,0.53,0.44,0.52,0.49,0.51,0.46,0.5,0.5,0.54,0.89,0.84,0.48,0.68,0.48,0.53,0.53,0.46,0.49,0.44,0.52,0.51,0.51,0.51,0.51,0.55,0.54,0.69,0.5,0.52,0.5,0.46,0.5,0.52,0.47,0.48,0.5,0.51,0.48,0.49,0.5,0.5,0.45,0.51,0.52,0.88,0.5,0.5,0.51,0.48,0.56,0.69,0.56,0.5,0.49,0.5,0.83,0.48,0.5,0.71,0.51,0.5,0.55,0.51,0.46,0.52,0.5,0.45,0.46,0.52,0.47,0.5,0.8,0.49,0.51,0.59,0.51,0.82,0.49,0.5,0.53,0.62,0.44,0.55,0.5,0.55,0.5,0.59,0.57,0.55,0.5,0.65,0.5,0.5,0.5,0.53,0.49,0.51,0.5,0.49,0.54,0.5,0.51,0.53,0.47,0.51,0.48,0.49,0.51,0.87,0.63,0.5,0.51,0.54,0.5,0.51,0.5,0.49,0.5,0.53,0.5,0.47,0.53,0.5,0.51,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.79,0.5,0.51,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.48,0.48,0.47,0.49,0.47,0.52,0.49,0.56,0.5,0.5,0.51,0.51,0.51,0.47,0.46,0.53,0.54,0.5,0.54,0.51,0.48,0.5,0.5,0.5,0.47,0.5,0.49,0.5,0.5,0.51,0.5,0.51,0.5,0.51,0.5,0.51,0.5,0.5,0.5,0.51,0.5,0.49,0.5,0.49,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3,0.5,0.51,0.95,0.51,0.52,0.5,0.57,0.5,0.52,0.5,0.91,0.5,0.5,0.44,0.52,0.47,0.5,0.5,0.52,0.51,0.46,0.49,0.48,0.52,0.5,0.49,0.5,0.49,0.47,0.5,0.7,0.5,0.5,0.49,0.85,0.52,0.52,0.5,0.53,0.49,0.5,0.5,0.78,0.46,0.5,0.5,0.5,0.5,0.55,0.48,0.51,0.48,0.54,0.5,0.55,0.5,0.5,0.49,0.47,0.55,0.52,0.52,0.79,0.51,0.45,0.55,0.7,0.7,0.51,0.51,0.53,0.5,0.53,0.56,0.5,0.5,0.51,0.5,0.56,0.45,0.5,0.63,0.78,0.83,0.5,0.51,0.6,0.47,0.5,0.5,0.64,0.56,0.49,0.55,0.55,0.48,0.46,0.57,0.58,0.73,0.5,0.43,0.59,0.58,0.5,0.55,0.77,0.67,0.46,0.49,0.71,0.55,0.67,0.82,0.61,0.85,0.51,0.54,0.67,0.5,0.52,0.69,0.64,0.65,0.5,0.51,0.62,0.49,0.5,0.47,0.96,0.5,0.52,0.48,0.52,0.5,0.52,0.5,0.73,0.52,0.46,0.51,0.49,0.5,0.46,0.48,0.5,0.49,0.49,0.57,0.5,0.49,0.51,0.52,0.5,0.53,0.54,0.49,0.44,0.5,0.5,0.5,0.51,0.51,0.49,0.5,0.48,0.5,0.51,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.52,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.54,0.48,0.51,0.44,0.48,0.54,0.49,0.51,0.53,0.52,0.5,0.52,0.53,0.51,0.56,0.44,0.48,0.53,0.5,0.52,0.52,0.5,0.52,0.53,0.48,0.49,0.5,0.53,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.52,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.51,0.47,0.51,0.62,0.48,0.51,0.46,0.49,0.48,0.52,0.49,0.51,0.5,0.46,0.5,0.5,0.5,0.88,0.5,0.39,0.49,0.5,0.49,0.64,0.5,0.5,0.51,0.48,0.5,0.52,0.53,0.55,0.5,0.45,0.57,0.62,0.47,0.5,0.48,0.71,0.43,0.81,0.5,0.51,0.5,0.53,0.54,0.52,0.6,0.78,0.47,0.5,0.5,0.78,0.49,0.76,0.5,0.5,0.43,0.52,0.52,0.51,0.5,0.5,0.51,0.52,0.53,0.51,0.5,0.49,0.48,0.5,0.5,0.5,0.52,0.5,0.5,0.49,0.41,0.5,0.5,0.5,0.51,0.83,0.75,0.47,0.49,0.64,0.5,0.52,0.51,0.51,0.5,0.52,0.5,0.55,0.5,0.52,0.66,0.38,0.78,0.56,0.57,0.5,0.57,0.51,0.5,0.5,0.51,0.55,0.55,0.49,0.5,0.88,0.8,0.48,0.78,0.9,0.51,0.53,0.48,0.5,0.6,0.52,0.5,0.5,0.59,0.51,0.51,0.48,0.52,0.49,0.51,0.47,0.52,0.5,0.49,0.52,0.5,0.5,0.49,0.56,0.5,0.5,0.47,0.52,0.46,0.55,0.5,0.51,0.5,0.5,0.5,0.48,0.5,0.45,0.51,0.53,0.5,0.49,0.5,0.46,0.51,0.49,0.5,0.49,0.5,0.5,0.5,0.63,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.49,0.52,0.52,0.45,0.47,0.5,0.56,0.51,0.5,0.47,0.43,0.56,0.5,0.5,0.51,0.52,0.5,0.48,0.49,0.5,0.5,0.5,0.53,0.52,0.5,0.52,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.52,0.51,0.5,0.5,0.57,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5,0.5,0.51,0.85,0.59,0.45,0.5,0.55,0.5,0.5,0.45,0.87,0.47,0.51,0.49,0.5,0.46,0.79,0.5,0.5,0.5,0.58,0.5,0.49,0.5,0.77,0.52,0.53,0.51,0.52,0.5,0.88,0.49,0.5,0.51,0.68,0.5,0.54,0.58,0.57,0.47,0.5,0.55,0.86,0.5,0.51,0.72,0.55,0.52,0.59,0.5,0.47,0.5,0.55,0.54,0.49,0.54,0.83,0.51,0.45,0.52,0.51,0.52,0.69,0.5,0.52,0.61,0.84,0.6,0.52,0.5,0.53,0.56,0.55,0.53,0.49,0.5,0.47,0.49,0.48,0.52,0.54,0.85,0.5,0.46,0.5,0.61,0.62,0.55,0.54,0.51,0.65,0.7,0.44,0.46,0.68,0.53,0.53,0.48,0.47,0.51,0.54,0.57,0.53,0.61,0.51,0.37,0.61,0.86,0.51,0.6,0.64,0.5,0.57,0.5,0.5,0.57,0.45,0.73,0.63,0.56,0.5,0.8,0.68,0.84,0.69,0.5,0.65,0.49,0.5,0.52,0.78,0.5,0.51,0.51,0.57,0.49,0.49,0.51,0.5,0.49,0.51,0.49,0.5,0.51,0.71,0.59,0.49,0.48,0.46,0.53,0.46,0.52,0.63,0.47,0.5,0.5,0.45,0.47,0.54,0.51,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.54,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.52,0.58,0.56,0.5,0.52,0.49,0.54,0.49,0.55,0.49,0.53,0.51,0.54,0.51,0.5,0.46,0.5,0.51,0.48,0.49,0.51,0.5,0.5,0.5,0.45,0.49,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,0.5,0.47,0.5,0.48,0.49,0.49,0.51,0.54,0.5,0.51,0.56,0.51,0.46,0.45,0.51,0.44,0.84,0.5,0.47,0.56,0.52,0.5,0.57,0.52,0.71,0.58,0.53,0.56,0.52,0.46,0.55,0.5,0.5,0.5,0.46,0.5,0.52,0.53,0.46,0.5,0.49,0.49,0.44,0.5,0.47,0.5,0.71,0.5,0.45,0.5,0.49,0.51,0.55,0.51,0.51,0.49,0.83,0.47,0.49,0.5,0.52,0.51,0.52,0.52,0.5,0.52,0.52,0.5,0.52,0.56,0.55,0.5,0.52,0.51,0.5,0.51,0.5,0.51,0.47,0.47,0.53,0.5,0.5,0.49,0.49,0.5,0.62,0.47,0.49,0.5,0.52,0.75,0.47,0.5,0.46,0.49,0.51,0.5,0.46,0.51,0.54,0.5,0.47,0.5,0.5,0.45,0.65,0.75,0.5,0.49,0.63,0.48,0.76,0.53,0.51,0.5,0.75,0.45,0.74,0.5,0.57,0.9,0.67,0.53,0.57,0.49,0.55,0.5,0.5,0.53,0.49,0.52,0.45,0.52,0.49,0.49,0.49,0.53,0.5,0.5,0.47,0.45,0.49,0.47,0.71,0.61,0.53,0.52,0.59,0.51,0.5,0.48,0.53,0.49,0.49,0.51,0.46,0.48,0.5,0.43,0.5,0.5,0.54,0.49,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.5,0.5,0.81,0.5,0.5,0.52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.49,0.49,0.5,0.48,0.48,0.5,0.49,0.53,0.51,0.52,0.5,0.5,0.5,0.5,0.45,0.43,0.49,0.5,0.55,0.45,0.51,0.52,0.5,0.5,0.49,0.49,0.5,0.48,0.54,0.47,0.51,0.51,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.51,0.5,0.51,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7,0.5,0.49,0.79,0.5,0.49,0.5,0.59,0.51,0.5,0.5,0.73,0.5,0.51,0.48,0.5,0.5,0.5,0.5,0.52,0.48,0.52,0.5,0.48,0.51,0.5,0.47,0.48,0.43,0.52,0.5,0.44,0.59,0.5,0.49,0.58,0.49,0.54,0.5,0.5,0.49,0.5,0.5,0.74,0.53,0.48,0.51,0.63,0.5,0.5,0.52,0.51,0.49,0.6,0.52,0.49,0.48,0.52,0.51,0.49,0.51,0.55,0.52,0.5,0.5,0.5,0.63,0.81,0.68,0.5,0.54,0.49,0.45,0.54,0.51,0.51,0.51,0.5,0.53,0.47,0.52,0.5,0.62,0.56,0.5,0.51,0.67,0.65,0.55,0.46,0.53,0.73,0.75,0.48,0.55,0.78,0.52,0.52,0.5,0.52,0.54,0.5,0.49,0.5,0.49,0.47,0.5,0.54,0.63,0.49,0.53,0.59,0.51,0.5,0.45,0.52,0.54,0.69,0.68,0.73,0.6,0.5,0.8,0.8,0.66,0.71,0.48,0.76,0.5,0.5,0.45,0.78,0.51,0.53,0.46,0.54,0.49,0.5,0.54,0.49,0.5,0.45,0.51,0.49,0.51,0.5,0.52,0.46,0.54,0.49,0.49,0.5,0.5,0.49,0.52,0.5,0.49,0.5,0.49,0.49,0.5,0.5,0.5,0.47,0.5,0.52,0.5,0.5,0.5,0.52,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.54,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.53,0.52,0.5,0.48,0.5,0.49,0.5,0.53,0.53,0.47,0.52,0.49,0.5,0.52,0.5,0.51,0.5,0.5,0.5,0.46,0.52,0.5,0.47,0.46,0.51,0.5,0.47,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8,0.5,0.48,0.49,0.49,0.47,0.5,0.52,0.55,0.49,0.47,0.49,0.56,0.55,0.47,0.49,0.5,0.55,0.5,0.51,0.5,0.53,0.42,0.59,0.51,0.51,0.48,0.52,0.46,0.47,0.55,0.64,0.5,0.5,0.47,0.52,0.53,0.51,0.53,0.52,0.47,0.49,0.53,0.53,0.46,0.5,0.61,0.53,0.51,0.51,0.54,0.48,0.5,0.77,0.5,0.46,0.54,0.45,0.51,0.52,0.51,0.5,0.54,0.59,0.5,0.52,0.6,0.53,0.53,0.5,0.5,0.51,0.51,0.52,0.51,0.46,0.5,0.5,0.5,0.5,0.51,0.47,0.55,0.52,0.5,0.51,0.5,0.59,0.51,0.51,0.51,0.58,0.66,0.45,0.48,0.77,0.5,0.5,0.54,0.54,0.53,0.5,0.58,0.49,0.47,0.49,0.49,0.58,0.78,0.53,0.48,0.5,0.53,0.54,0.46,0.5,0.48,0.83,0.5,0.63,0.5,0.49,0.57,0.56,0.57,0.5,0.51,0.74,0.51,0.5,0.54,0.54,0.5,0.49,0.53,0.54,0.51,0.47,0.51,0.52,0.51,0.51,0.48,0.5,0.51,0.5,0.5,0.53,0.57,0.54,0.46,0.46,0.51,0.41,0.48,0.5,0.5,0.51,0.49,0.5,0.49,0.5,0.5,0.5,0.52,0.46,0.5,0.5,0.5,0.54,0.5,0.49,0.5,0.52,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52,0.54,0.5,0.48,0.51,0.47,0.51,0.52,0.53,0.49,0.53,0.48,0.48,0.49,0.53,0.53,0.48,0.5,0.51,0.47,0.49,0.46,0.5,0.49,0.5,0.51,0.5,0.53,0.49,0.48,0.51,0.49,0.5,0.5,0.5,0.5,0.5,0.51,0.5,0.58,0.5,0.49,0.5,0.49,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
9,0.5,0.5,0.5,0.59,0.5,0.5,0.5,0.56,0.5,0.5,0.49,0.5,0.48,0.48,0.53,0.5,0.5,0.48,0.52,0.46,0.45,0.5,0.55,0.45,0.47,0.5,0.5,0.47,0.48,0.52,0.5,0.45,0.5,0.53,0.5,0.5,0.48,0.4,0.47,0.5,0.49,0.49,0.45,0.51,0.54,0.52,0.47,0.5,0.89,0.51,0.52,0.52,0.59,0.54,0.55,0.5,0.47,0.49,0.43,0.53,0.6,0.45,0.49,0.48,0.5,0.5,0.5,0.47,0.46,0.58,0.48,0.5,0.49,0.51,0.51,0.54,0.5,0.54,0.51,0.55,0.5,0.42,0.56,0.54,0.48,0.54,0.49,0.54,0.5,0.5,0.48,0.57,0.49,0.49,0.76,0.5,0.53,0.52,0.46,0.45,0.48,0.5,0.58,0.55,0.54,0.54,0.57,0.8,0.52,0.52,0.56,0.5,0.67,0.49,0.52,0.49,0.67,0.5,0.5,0.5,0.5,0.54,0.47,0.51,0.49,0.49,0.53,0.46,0.5,0.53,0.5,0.54,0.48,0.48,0.5,0.53,0.46,0.53,0.51,0.5,0.52,0.48,0.48,0.48,0.5,0.52,0.49,0.51,0.48,0.56,0.5,0.49,0.51,0.52,0.53,0.5,0.49,0.49,0.48,0.52,0.5,0.5,0.49,0.65,0.48,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,0.51,0.48,0.52,0.54,0.5,0.48,0.49,0.49,0.48,0.49,0.48,0.49,0.49,0.51,0.49,0.48,0.46,0.51,0.5,0.48,0.49,0.5,0.5,0.52,0.5,0.48,0.51,0.52,0.49,0.52,0.48,0.53,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
